bigg_id	smiles	mol_weight	xlogp	hbond_acceptor	hbond_donor	tpsa	ring_count	formal_charge
gacpail		0.0	0.0	0	0	0.0	0	0
gal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
galacgalfuc12gal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
galacgalfucgalacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
galacglc13galacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
galacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
galacglcgalacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
galacglcgalgbside		0.0	0.0	0	0	0.0	0	0
galacglcgalgluside		0.0	0.0	0	0	0.0	0	0
galam		0.0	0.0	0	0	0.0	0	0
galfuc12gal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
galfucgalacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
galfucgalacglcgalgluside		0.0	0.0	0	0	0.0	0	0
galgalfucfucgalacglcgalacglcgal14acglcgalgluside		0.0	0.0	0	0	0.0	0	0
galgalgalthcrm		0.0	0.0	0	0	0.0	0	0
galgalthcrm		0.0	0.0	0	0	0.0	0	0
galgbside		0.0	0.0	0	0	0.0	0	0
galgluside		0.0	0.0	0	0	0.0	0	0
galside		0.0	0.0	0	0	0.0	0	0
galthcrm		0.0	0.0	0	0	0.0	0	0
gbside		0.0	0.0	0	0	0.0	0	0
gd1a		0.0	0.0	0	0	0.0	0	0
gd1b		0.0	0.0	0	0	0.0	0	0
gd1b2		0.0	0.0	0	0	0.0	0	0
gd1c		0.0	0.0	0	0	0.0	0	0
gd2		0.0	0.0	0	0	0.0	0	0
gda1		0.0	0.0	0	0	0.0	0	0
ggn		0.0	0.0	0	0	0.0	0	0
glc3meacp		0.0	0.0	0	0	0.0	0	0
glgchlo		0.0	0.0	0	0	0.0	0	0
glnproglu		0.0	0.0	0	0	0.0	0	0
glntrpglu		0.0	0.0	0	0	0.0	0	0
gltcho		0.0	0.0	0	0	0.0	0	0
gltdechol		0.0	0.0	0	0	0.0	0	0
gluala		0.0	0.0	0	0	0.0	0	0
glumethis		0.0	0.0	0	0	0.0	0	0
glutcoa		0.0	0.0	0	0	0.0	0	0
glyclt		0.0	0.0	0	0	0.0	0	0
glygly		0.0	0.0	0	0	0.0	0	0
glygn1		0.0	0.0	0	0	0.0	0	0
glygn2		0.0	0.0	0	0	0.0	0	0
glygn3		0.0	0.0	0	0	0.0	0	0
glygn4		0.0	0.0	0	0	0.0	0	0
glygn5		0.0	0.0	0	0	0.0	0	0
gm1		0.0	0.0	0	0	0.0	0	0
gm1a		0.0	0.0	0	0	0.0	0	0
gm1b		0.0	0.0	0	0	0.0	0	0
gm2		0.0	0.0	0	0	0.0	0	0
gm2a		0.0	0.0	0	0	0.0	0	0
gm3		0.0	0.0	0	0	0.0	0	0
gncore1		0.0	0.0	0	0	0.0	0	0
gncore2		0.0	0.0	0	0	0.0	0	0
gp1c		0.0	0.0	0	0	0.0	0	0
gp1calpha		0.0	0.0	0	0	0.0	0	0
gpail		0.0	0.0	0	0	0.0	0	0
gpi_prot		0.0	0.0	0	0	0.0	0	0
gq1balpha		0.0	0.0	0	0	0.0	0	0
gt1alpha		0.0	0.0	0	0	0.0	0	0
gt1c		0.0	0.0	0	0	0.0	0	0
gt3		0.0	0.0	0	0	0.0	0	0
gtacmp		0.0	0.0	0	0	0.0	0	0
gthox		0.0	0.0	0	0	0.0	0	0
gum		0.0	0.0	0	0	0.0	0	0
gumdchac		0.0	0.0	0	0	0.0	0	0
gumgchol		0.0	0.0	0	0	0.0	0	0
gumtchol		0.0	0.0	0	0	0.0	0	0
hLkynr		0.0	0.0	0	0	0.0	0	0
hca24g		0.0	0.0	0	0	0.0	0	0
hca6g		0.0	0.0	0	0	0.0	0	0
hcoumarin		0.0	0.0	0	0	0.0	0	0
hdca24g		0.0	0.0	0	0	0.0	0	0
hdca6g		0.0	0.0	0	0	0.0	0	0
hdcoa		0.0	0.0	0	0	0.0	0	0
hepcoa		0.0	0.0	0	0	0.0	0	0
hepdeceth		0.0	0.0	0	0	0.0	0	0
hexc		0.0	0.0	0	0	0.0	0	0
hexccoa		0.0	0.0	0	0	0.0	0	0
hexddcoa		0.0	0.0	0	0	0.0	0	0
hexde7coa		0.0	0.0	0	0	0.0	0	0
hexdeceeth		0.0	0.0	0	0	0.0	0	0
hexdectecoa		0.0	0.0	0	0	0.0	0	0
hexdiac		0.0	0.0	0	0	0.0	0	0
hexdpencoa		0.0	0.0	0	0	0.0	0	0
hexdtrcoa		0.0	0.0	0	0	0.0	0	0
hexe3coa		0.0	0.0	0	0	0.0	0	0
hexgly		0.0	0.0	0	0	0.0	0	0
hgentis		0.0	0.0	0	0	0.0	0	0
hiscyscys		0.0	0.0	0	0	0.0	0	0
hisglu		0.0	0.0	0	0	0.0	0	0
hislysglu		0.0	0.0	0	0	0.0	0	0
hista		0.0	0.0	0	0	0.0	0	0
hmgcoa		0.0	0.0	0	0	0.0	0	0
hpdca		0.0	0.0	0	0	0.0	0	0
hpdece		0.0	0.0	0	0	0.0	0	0
hpdececoa		0.0	0.0	0	0	0.0	0	0
hretn		0.0	0.0	0	0	0.0	0	0
hspg		0.0	0.0	0	0	0.0	0	0
htaxol		0.0	0.0	0	0	0.0	0	0
hxcoa		0.0	0.0	0	0	0.0	0	0
hxdcal		0.0	0.0	0	0	0.0	0	0
hyochol		0.0	0.0	0	0	0.0	0	0
hyptaur		0.0	0.0	0	0	0.0	0	0
ibup		0.0	0.0	0	0	0.0	0	0
ibupcoa		0.0	0.0	0	0	0.0	0	0
icdchol		0.0	0.0	0	0	0.0	0	0
id3acald		0.0	0.0	0	0	0.0	0	0
ileasp		0.0	0.0	0	0	0.0	0	0
ileglnglu		0.0	0.0	0	0	0.0	0	0
ileglyarg		0.0	0.0	0	0	0.0	0	0
ileprolys		0.0	0.0	0	0	0.0	0	0
ileserarg		0.0	0.0	0	0	0.0	0	0
iletrptyr		0.0	0.0	0	0	0.0	0	0
ind3ac		0.0	0.0	0	0	0.0	0	0
isolvstacid		0.0	0.0	0	0	0.0	0	0
isomal		0.0	0.0	0	0	0.0	0	0
itaccoa		0.0	0.0	0	0	0.0	0	0
itacon		0.0	0.0	0	0	0.0	0	0
ivcrn		0.0	0.0	0	0	0.0	0	0
kdnp		0.0	0.0	0	0	0.0	0	0
ksii		0.0	0.0	0	0	0.0	0	0
ksii_core2		0.0	0.0	0	0	0.0	0	0
ksii_core4		0.0	0.0	0	0	0.0	0	0
l2n2m2mn		0.0	0.0	0	0	0.0	0	0
l2xser		0.0	0.0	0	0	0.0	0	0
lac		0.0	0.0	0	0	0.0	0	0
lald		0.0	0.0	0	0	0.0	0	0
lanost		0.0	0.0	0	0	0.0	0	0
lca24g		0.0	0.0	0	0	0.0	0	0
lca3g		0.0	0.0	0	0	0.0	0	0
lcts		0.0	0.0	0	0	0.0	0	0
ldl		0.0	0.0	0	0	0.0	0	0
leuasnasp		0.0	0.0	0	0	0.0	0	0
leuktrA4		0.0	0.0	0	0	0.0	0	0
leuktrB4wcooh		0.0	0.0	0	0	0.0	0	0
leuktrB4woh		0.0	0.0	0	0	0.0	0	0
leuktrC4		0.0	0.0	0	0	0.0	0	0
leuktrD4		0.0	0.0	0	0	0.0	0	0
leuktrE4		0.0	0.0	0	0	0.0	0	0
leuktrF4		0.0	0.0	0	0	0.0	0	0
limnen		0.0	0.0	0	0	0.0	0	0
lneldc		0.0	0.0	0	0	0.0	0	0
lnlc		0.0	0.0	0	0	0.0	0	0
lnlnca		0.0	0.0	0	0	0.0	0	0
lnlncacrn		0.0	0.0	0	0	0.0	0	0
lnlncgcrn		0.0	0.0	0	0	0.0	0	0
lpam		0.0	0.0	0	0	0.0	0	0
lpchol		0.0	0.0	0	0	0.0	0	0
lpro		0.0	0.0	0	0	0.0	0	0
lst4exp		0.0	0.0	0	0	0.0	0	0
lstnm1		0.0	0.0	0	0	0.0	0	0
lstnm2		0.0	0.0	0	0	0.0	0	0
lstnm4		0.0	0.0	0	0	0.0	0	0
lstnm5		0.0	0.0	0	0	0.0	0	0
lstnm7		0.0	0.0	0	0	0.0	0	0
lvst		0.0	0.0	0	0	0.0	0	0
lvstacid		0.0	0.0	0	0	0.0	0	0
lxser		0.0	0.0	0	0	0.0	0	0
lysgluglu		0.0	0.0	0	0	0.0	0	0
m2emgacpail		0.0	0.0	0	0	0.0	0	0
m2gacpail		0.0	0.0	0	0	0.0	0	0
m3emgacpail		0.0	0.0	0	0	0.0	0	0
m3gacpail		0.0	0.0	0	0	0.0	0	0
m3gacpail_prot		0.0	0.0	0	0	0.0	0	0
mag		0.0	0.0	0	0	0.0	0	0
magarachi		0.0	0.0	0	0	0.0	0	0
maglinl		0.0	0.0	0	0	0.0	0	0
magole		0.0	0.0	0	0	0.0	0	0
magpalm		0.0	0.0	0	0	0.0	0	0
magste		0.0	0.0	0	0	0.0	0	0
mal		0.0	0.0	0	0	0.0	0	0
malcoa		0.0	0.0	0	0	0.0	0	0
malttr		0.0	0.0	0	0	0.0	0	0
mdzglc		0.0	0.0	0	0	0.0	0	0
melatn		0.0	0.0	0	0	0.0	0	0
mem2emgacpail		0.0	0.0	0	0	0.0	0	0
mem2emgacpail_prot		0.0	0.0	0	0	0.0	0	0
memgacpail		0.0	0.0	0	0	0.0	0	0
meracmp		0.0	0.0	0	0	0.0	0	0
mescon		0.0	0.0	0	0	0.0	0	0
methsucc		0.0	0.0	0	0	0.0	0	0
methsuccoa		0.0	0.0	0	0	0.0	0	0
mgacpail		0.0	0.0	0	0	0.0	0	0
mhglz		0.0	0.0	0	0	0.0	0	0
mi1345p		0.0	0.0	0	0	0.0	0	0
mi145p		0.0	0.0	0	0	0.0	0	0
mi1p		0.0	0.0	0	0	0.0	0	0
mi3p		0.0	0.0	0	0	0.0	0	0
mi4p		0.0	0.0	0	0	0.0	0	0
mmcoa		0.0	0.0	0	0	0.0	0	0
mqn7		0.0	0.0	0	0	0.0	0	0
mvlac		0.0	0.0	0	0	0.0	0	0
myelin		0.0	0.0	0	0	0.0	0	0
n2m2mn		0.0	0.0	0	0	0.0	0	0
n2m2nm		0.0	0.0	0	0	0.0	0	0
n2m2nmasn		0.0	0.0	0	0	0.0	0	0
n2m2nmn		0.0	0.0	0	0	0.0	0	0
n4abutn		0.0	0.0	0	0	0.0	0	0
n5m2masn		0.0	0.0	0	0	0.0	0	0
nfdac		0.0	0.0	0	0	0.0	0	0
nfdlac		0.0	0.0	0	0	0.0	0	0
nfdnpy		0.0	0.0	0	0	0.0	0	0
nfdoh		0.0	0.0	0	0	0.0	0	0
nicrns		0.0	0.0	0	0	0.0	0	0
noncoa		0.0	0.0	0	0	0.0	0	0
normete		0.0	0.0	0	0	0.0	0	0
nrpphrsf		0.0	0.0	0	0	0.0	0	0
nrvnccoa		0.0	0.0	0	0	0.0	0	0
oagd3		0.0	0.0	0	0	0.0	0	0
oagt3		0.0	0.0	0	0	0.0	0	0
ocde9ecoa		0.0	0.0	0	0	0.0	0	0
ocdececrn		0.0	0.0	0	0	0.0	0	0
octdececoa		0.0	0.0	0	0	0.0	0	0
octdececrn		0.0	0.0	0	0	0.0	0	0
octe5coa		0.0	0.0	0	0	0.0	0	0
odecrn		0.0	0.0	0	0	0.0	0	0
oh1		0.0	0.0	0	0	0.0	0	0
omhdecacid		0.0	0.0	0	0	0.0	0	0
omhdocosac		0.0	0.0	0	0	0.0	0	0
oretn		0.0	0.0	0	0	0.0	0	0
orot		0.0	0.0	0	0	0.0	0	0
oxy1rb		0.0	0.0	0	0	0.0	0	0
pail		0.0	0.0	0	0	0.0	0	0
pail345p		0.0	0.0	0	0	0.0	0	0
pail34p		0.0	0.0	0	0	0.0	0	0
pail35p		0.0	0.0	0	0	0.0	0	0
pail3p		0.0	0.0	0	0	0.0	0	0
pail45p		0.0	0.0	0	0	0.0	0	0
pail4p		0.0	0.0	0	0	0.0	0	0
pail5p		0.0	0.0	0	0	0.0	0	0
pailar		0.0	0.0	0	0	0.0	0	0
pailpalm		0.0	0.0	0	0	0.0	0	0
pailste		0.0	0.0	0	0	0.0	0	0
pchol		0.0	0.0	0	0	0.0	0	0
pchol2linl		0.0	0.0	0	0	0.0	0	0
pchol2ole		0.0	0.0	0	0	0.0	0	0
pchol2palm		0.0	0.0	0	0	0.0	0	0
pchol2ste		0.0	0.0	0	0	0.0	0	0
pcholar		0.0	0.0	0	0	0.0	0	0
pcholdoc		0.0	0.0	0	0	0.0	0	0
pcholeic		0.0	0.0	0	0	0.0	0	0
pcholet		0.0	0.0	0	0	0.0	0	0
pcholhep		0.0	0.0	0	0	0.0	0	0
pchollinl		0.0	0.0	0	0	0.0	0	0
pcholmyr		0.0	0.0	0	0	0.0	0	0
pcholn15		0.0	0.0	0	0	0.0	0	0
pcholn183		0.0	0.0	0	0	0.0	0	0
pcholn1836		0.0	0.0	0	0	0.0	0	0
pcholn19		0.0	0.0	0	0	0.0	0	0
pcholn201		0.0	0.0	0	0	0.0	0	0
pcholn203		0.0	0.0	0	0	0.0	0	0
pcholn204		0.0	0.0	0	0	0.0	0	0
pcholn205		0.0	0.0	0	0	0.0	0	0
pcholn224		0.0	0.0	0	0	0.0	0	0
pcholn225		0.0	0.0	0	0	0.0	0	0
pcholn2254		0.0	0.0	0	0	0.0	0	0
pcholn226		0.0	0.0	0	0	0.0	0	0
pcholn24		0.0	0.0	0	0	0.0	0	0
pcholn261		0.0	0.0	0	0	0.0	0	0
pcholn28		0.0	0.0	0	0	0.0	0	0
pcholn281		0.0	0.0	0	0	0.0	0	0
pcholole		0.0	0.0	0	0	0.0	0	0
pcholpalm		0.0	0.0	0	0	0.0	0	0
pcholpalme		0.0	0.0	0	0	0.0	0	0
pcholste		0.0	0.0	0	0	0.0	0	0
pe		0.0	0.0	0	0	0.0	0	0
pe12		0.0	0.0	0	0	0.0	0	0
pe13		0.0	0.0	0	0	0.0	0	0
pe14		0.0	0.0	0	0	0.0	0	0
pe15		0.0	0.0	0	0	0.0	0	0
pe17		0.0	0.0	0	0	0.0	0	0
pe203		0.0	0.0	0	0	0.0	0	0
pe224		0.0	0.0	0	0	0.0	0	0
pe226		0.0	0.0	0	0	0.0	0	0
pe2linl		0.0	0.0	0	0	0.0	0	0
pear		0.0	0.0	0	0	0.0	0	0
pectindchac		0.0	0.0	0	0	0.0	0	0
pectingchol		0.0	0.0	0	0	0.0	0	0
pectintchol		0.0	0.0	0	0	0.0	0	0
pedh203		0.0	0.0	0	0	0.0	0	0
pelinl		0.0	0.0	0	0	0.0	0	0
pendecaeth		0.0	0.0	0	0	0.0	0	0
peole		0.0	0.0	0	0	0.0	0	0
pepalm		0.0	0.0	0	0	0.0	0	0
peplys		0.0	0.0	0	0	0.0	0	0
peste		0.0	0.0	0	0	0.0	0	0
pglyc		0.0	0.0	0	0	0.0	0	0
pgp		0.0	0.0	0	0	0.0	0	0
phcrm		0.0	0.0	0	0	0.0	0	0
pheleuasp		0.0	0.0	0	0	0.0	0	0
pheme		0.0	0.0	0	0	0.0	0	0
phepheasn		0.0	0.0	0	0	0.0	0	0
phephethr		0.0	0.0	0	0	0.0	0	0
phetyrgln		0.0	0.0	0	0	0.0	0	0
phetyrlys		0.0	0.0	0	0	0.0	0	0
phlac		0.0	0.0	0	0	0.0	0	0
pnto		0.0	0.0	0	0	0.0	0	0
ppa		0.0	0.0	0	0	0.0	0	0
ppiogly		0.0	0.0	0	0	0.0	0	0
ppmi12346p		0.0	0.0	0	0	0.0	0	0
prgnlone		0.0	0.0	0	0	0.0	0	0
prgstrn		0.0	0.0	0	0	0.0	0	0
pristcoa		0.0	0.0	0	0	0.0	0	0
proargasp		0.0	0.0	0	0	0.0	0	0
profvs		0.0	0.0	0	0	0.0	0	0
profvscoa		0.0	0.0	0	0	0.0	0	0
proglulys		0.0	0.0	0	0	0.0	0	0
protein		0.0	0.0	0	0	0.0	0	0
ps		0.0	0.0	0	0	0.0	0	0
psylchol		0.0	0.0	0	0	0.0	0	0
psyltchol		0.0	0.0	0	0	0.0	0	0
psyltdechol		0.0	0.0	0	0	0.0	0	0
ptdca		0.0	0.0	0	0	0.0	0	0
ptdcacrn		0.0	0.0	0	0	0.0	0	0
ptvstgluc		0.0	0.0	0	0	0.0	0	0
ptvstm13		0.0	0.0	0	0	0.0	0	0
ptvstm3		0.0	0.0	0	0	0.0	0	0
retfa		0.0	0.0	0	0	0.0	0	0
retinal_11		0.0	0.0	0	0	0.0	0	0
retinal_cis		0.0	0.0	0	0	0.0	0	0
retinol_9		0.0	0.0	0	0	0.0	0	0
retinol_cis		0.0	0.0	0	0	0.0	0	0
ribflv		0.0	0.0	0	0	0.0	0	0
rnam		0.0	0.0	0	0	0.0	0	0
rsvgluc		0.0	0.0	0	0	0.0	0	0
s2l2n2m2m		0.0	0.0	0	0	0.0	0	0
s2l2n2m2masn		0.0	0.0	0	0	0.0	0	0
s2l2n2m2mn		0.0	0.0	0	0	0.0	0	0
s3meacmp		0.0	0.0	0	0	0.0	0	0
sT		0.0	0.0	0	0	0.0	0	0
saccrp		0.0	0.0	0	0	0.0	0	0
sarcs		0.0	0.0	0	0	0.0	0	0
sbcoa		0.0	0.0	0	0	0.0	0	0
sbt		0.0	0.0	0	0	0.0	0	0
sebacid		0.0	0.0	0	0	0.0	0	0
sebcoa		0.0	0.0	0	0	0.0	0	0
serglyglu		0.0	0.0	0	0	0.0	0	0
sgalside		0.0	0.0	0	0	0.0	0	0
simvgluc		0.0	0.0	0	0	0.0	0	0
smvacid		0.0	0.0	0	0	0.0	0	0
spc		0.0	0.0	0	0	0.0	0	0
sph1p		0.0	0.0	0	0	0.0	0	0
sphgn		0.0	0.0	0	0	0.0	0	0
sphings		0.0	0.0	0	0	0.0	0	0
sphmyln		0.0	0.0	0	0	0.0	0	0
sphmyln180241		0.0	0.0	0	0	0.0	0	0
sphmyln18114		0.0	0.0	0	0	0.0	0	0
sphmyln18115		0.0	0.0	0	0	0.0	0	0
sphmyln18116		0.0	0.0	0	0	0.0	0	0
sphmyln181161		0.0	0.0	0	0	0.0	0	0
sphmyln18117		0.0	0.0	0	0	0.0	0	0
sphmyln18118		0.0	0.0	0	0	0.0	0	0
sphmyln181181		0.0	0.0	0	0	0.0	0	0
sphmyln18120		0.0	0.0	0	0	0.0	0	0
sphmyln181201		0.0	0.0	0	0	0.0	0	0
sphmyln18121		0.0	0.0	0	0	0.0	0	0
sphmyln18122		0.0	0.0	0	0	0.0	0	0
sphmyln181221		0.0	0.0	0	0	0.0	0	0
sphmyln18123		0.0	0.0	0	0	0.0	0	0
sphmyln1824		0.0	0.0	0	0	0.0	0	0
sphmyln1825		0.0	0.0	0	0	0.0	0	0
sprm		0.0	0.0	0	0	0.0	0	0
sql		0.0	0.0	0	0	0.0	0	0
stacmp		0.0	0.0	0	0	0.0	0	0
stcoa		0.0	0.0	0	0	0.0	0	0
strch1		0.0	0.0	0	0	0.0	0	0
strch2		0.0	0.0	0	0	0.0	0	0
strdnc		0.0	0.0	0	0	0.0	0	0
subgly		0.0	0.0	0	0	0.0	0	0
sucr		0.0	0.0	0	0	0.0	0	0
sulpacmp		0.0	0.0	0	0	0.0	0	0
tag1p		0.0	0.0	0	0	0.0	0	0
tagat		0.0	0.0	0	0	0.0	0	0
taur		0.0	0.0	0	0	0.0	0	0
tauribup		0.0	0.0	0	0	0.0	0	0
tchola		0.0	0.0	0	0	0.0	0	0
td2glutrcoa		0.0	0.0	0	0	0.0	0	0
tdca3s		0.0	0.0	0	0	0.0	0	0
tdcoa		0.0	0.0	0	0	0.0	0	0
tddedi2coa		0.0	0.0	0	0	0.0	0	0
tddedicoa		0.0	0.0	0	0	0.0	0	0
tetd7ecoa		0.0	0.0	0	0	0.0	0	0
tetde5coa		0.0	0.0	0	0	0.0	0	0
tetdec2coa		0.0	0.0	0	0	0.0	0	0
tetdec2crn		0.0	0.0	0	0	0.0	0	0
tetdeca511ac		0.0	0.0	0	0	0.0	0	0
tetdecaeth		0.0	0.0	0	0	0.0	0	0
tetdecdicoa		0.0	0.0	0	0	0.0	0	0
tetdece1coa		0.0	0.0	0	0	0.0	0	0
tetdece1crn		0.0	0.0	0	0	0.0	0	0
tetpent3		0.0	0.0	0	0	0.0	0	0
tetpent3crn		0.0	0.0	0	0	0.0	0	0
tetpent6		0.0	0.0	0	0	0.0	0	0
tetpent6crn		0.0	0.0	0	0	0.0	0	0
thcrm		0.0	0.0	0	0	0.0	0	0
thmtp		0.0	0.0	0	0	0.0	0	0
thrfvs		0.0	0.0	0	0	0.0	0	0
thrglnglu		0.0	0.0	0	0	0.0	0	0
thrhishis		0.0	0.0	0	0	0.0	0	0
thsacmp		0.0	0.0	0	0	0.0	0	0
thym		0.0	0.0	0	0	0.0	0	0
thymd		0.0	0.0	0	0	0.0	0	0
thyochol		0.0	0.0	0	0	0.0	0	0
thyox		0.0	0.0	0	0	0.0	0	0
tlacfvs		0.0	0.0	0	0	0.0	0	0
tmacmp		0.0	0.0	0	0	0.0	0	0
tmdm1		0.0	0.0	0	0	0.0	0	0
tmdm3		0.0	0.0	0	0	0.0	0	0
tmdm5		0.0	0.0	0	0	0.0	0	0
tmndnc		0.0	0.0	0	0	0.0	0	0
tmtrdcoa		0.0	0.0	0	0	0.0	0	0
tmuncoa		0.0	0.0	0	0	0.0	0	0
trdox		0.0	0.0	0	0	0.0	0	0
trideceth		0.0	0.0	0	0	0.0	0	0
tripvs		0.0	0.0	0	0	0.0	0	0
trpaspasp		0.0	0.0	0	0	0.0	0	0
trpglyasp		0.0	0.0	0	0	0.0	0	0
trpthrglu		0.0	0.0	0	0	0.0	0	0
trpvalasp		0.0	0.0	0	0	0.0	0	0
trypta		0.0	0.0	0	0	0.0	0	0
tsacmgluc		0.0	0.0	0	0	0.0	0	0
tsacmsul		0.0	0.0	0	0	0.0	0	0
tststerone		0.0	0.0	0	0	0.0	0	0
tststeroneglc		0.0	0.0	0	0	0.0	0	0
tststerones		0.0	0.0	0	0	0.0	0	0
ttccoa		0.0	0.0	0	0	0.0	0	0
ttdca		0.0	0.0	0	0	0.0	0	0
ttdcea		0.0	0.0	0	0	0.0	0	0
ttdceacoa		0.0	0.0	0	0	0.0	0	0
ttdcrn		0.0	0.0	0	0	0.0	0	0
ttetddcoa		0.0	0.0	0	0	0.0	0	0
tudca3s		0.0	0.0	0	0	0.0	0	0
tyralaphe		0.0	0.0	0	0	0.0	0	0
tyrargglu		0.0	0.0	0	0	0.0	0	0
uchol		0.0	0.0	0	0	0.0	0	0
udprib		0.0	0.0	0	0	0.0	0	0
urcan		0.0	0.0	0	0	0.0	0	0
urscholcoa		0.0	0.0	0	0	0.0	0	0
vacccrn		0.0	0.0	0	0	0.0	0	0
vanillac		0.0	0.0	0	0	0.0	0	0
vitd3		0.0	0.0	0	0	0.0	0	0
wharachd		0.0	0.0	0	0	0.0	0	0
whddca		0.0	0.0	0	0	0.0	0	0
whtststerone		0.0	0.0	0	0	0.0	0	0
whttdca		0.0	0.0	0	0	0.0	0	0
xolest		0.0	0.0	0	0	0.0	0	0
xolest181		0.0	0.0	0	0	0.0	0	0
xolest182		0.0	0.0	0	0	0.0	0	0
xolest183		0.0	0.0	0	0	0.0	0	0
xolest2		0.0	0.0	0	0	0.0	0	0
xolest204		0.0	0.0	0	0	0.0	0	0
xolest205		0.0	0.0	0	0	0.0	0	0
xolest226		0.0	0.0	0	0	0.0	0	0
xoltri24		0.0	0.0	0	0	0.0	0	0
xser		0.0	0.0	0	0	0.0	0	0
xu1p		0.0	0.0	0	0	0.0	0	0
xu5p		0.0	0.0	0	0	0.0	0	0
xylt		0.0	0.0	0	0	0.0	0	0
xylu		0.0	0.0	0	0	0.0	0	0
zymst		0.0	0.0	0	0	0.0	0	0
