bigg_id	smiles	mol_weight	xlogp	hbond_acceptor	hbond_donor	tpsa	ring_count	formal_charge
phephe		312.4	-0.8	4	3	92.4	0	0
pheproarg		418.5	-3.8	6	5	177.0	0	0
phethrlys		394.5	-3.5	7	6	168.0	0	0
phesertrp		438.5	-2.1	6	6	158.0	0	0
phetyr		328.4	-1.7	5	4	113.0	0	0
phetrpleu		464.6	0.3	5	5	137.0	0	0
phpyr		164.16	1.3	3	1	54.4	0	0
phsphings		317.5	4.6	4	4	86.7	0	0
phom		199.1	-5.5	7	4	130.0	0	0
phsph1p		397.5	1.3	7	5	133.0	0	0
phyt		312.5	8.3	2	1	37.3	0	0
phyQ		450.7	10.9	2	0	34.1	0	0
pmtcoa		1001.9	1.4	22	5	400.0	0	0
phytcoa		1058.0	2.6	22	5	400.0	0	0
phyt2ohcoa		1078.1	2.1	23	10	409.0	0	0
pmeth		299.5	6.2	2	2	49.3	0	0
pmtcrn		399.6	7.7	4	0	66.4	0	0
pi		94.971	-2.3	4	0	86.3	0	0
ppbng		226.23	-3.5	5	4	116.0	0	0
ppcoa		823.6	-5.1	22	9	389.0	0	0
pre		226.18	-0.5	6	3	112.0	0	0
ppp9		562.7	4.6	6	4	132.0	0	0
pppi		252.92	-4.7	10	0	185.0	0	0
pram		229.13	-6.2	8	5	142.0	0	0
ppi		173.94	-3.5	7	0	136.0	0	0
prgnlones		396.5	3.8	5	1	89.1	0	0
pppg9		568.7	5.7	4	6	138.0	0	0
pro		115.13	-2.5	3	2	49.3	0	0
prist		298.5	8.0	2	1	37.3	0	0
proargcys		374.46	-5.6	7	7	173.0	0	0
proasncys		332.38	-5.9	7	6	152.0	0	0
procys		218.28	-3.8	5	4	79.4	0	0
prohis		252.27	-3.9	5	4	107.0	0	0
prohistyr		415.4	-2.9	7	6	156.0	0	0
proleuarg		384.5	-4.2	6	6	172.0	0	0
prolyspro		340.42	-3.8	6	4	125.0	0	0
progly		174.2	-2.7	5	3	70.6	0	0
prophe		262.3	-2.1	4	3	78.4	0	0
proproarg		368.43	-3.8	6	5	163.0	0	0
propropro		309.36	-2.3	5	2	90.0	0	0
prostgd2		352.5	2.6	5	3	94.8	0	0
prostge1		354.5	3.2	5	3	94.8	0	0
prostge2		352.5	2.8	5	3	94.8	0	0
prostgi2		352.5	2.9	5	3	87.0	0	0
prostgh2		352.5	3.8	5	2	76.0	0	0
prostgf2		354.5	2.7	5	4	98.0	0	0
protrplys		429.5	-1.9	6	6	149.0	0	0
protrpthr		402.4	-2.4	6	6	144.0	0	0
provalgln		342.39	-4.5	6	5	151.0	0	0
prpp		390.07	-5.8	14	7	230.0	0	0
pser		185.07	-5.1	7	4	130.0	0	0
psyl		494.9	15.6	2	1	37.3	0	0
ptth		278.37	-1.0	5	5	99.7	0	0
ptdcacoa		991.9	1.1	22	9	389.0	0	0
pvs		424.5	1.6	7	4	124.0	0	0
ptvstlac		403.4	4.3	5	1	59.4	0	0
ptvst		421.5	3.5	6	3	90.7	0	0
pyam5p		248.17	-4.4	7	4	126.0	0	0
pydam		168.19	-1.0	4	3	79.4	0	0
ptrc		88.15	-0.9	2	2	52.0	0	0
pvsgluc		600.7	0.7	13	7	221.0	0	0
pydx		167.16	0.0	4	2	70.4	0	0
pydx5p		247.14	-1.1	7	3	117.0	0	0
pydxn		169.18	-0.8	4	3	73.6	0	0
q10		863.3	19.4	4	0	52.6	0	0
q10h2		865.4	20.2	4	2	58.9	0	0
pyr		87.05	-0.6	3	0	57.2	0	0
r1p		230.11	-3.1	8	5	137.0	0	0
quln		167.12	0.2	5	2	87.5	0	0
rbl		150.13	-2.6	5	4	98.0	0	0
r5p		230.11	-3.6	8	5	137.0	0	0
rbt		152.15	-2.5	5	5	101.0	0	0
retinal		284.4	6.2	1	0	17.1	0	0
retn		300.4	6.3	2	1	37.3	0	0
retnglc		476.6	4.4	8	4	134.0	0	0
retinol		286.5	5.7	1	1	20.2	0	0
rib		150.13	-2.5	5	4	90.2	0	0
rsv		481.5	1.6	10	3	149.0	0	0
ru5p		253.1	0.0	8	5	145.0	0	0
s2l2fn2m2masn		284.2	-0.3	8	2	119.0	0	0
rsvlac		463.5	2.4	9	1	118.0	0	0
s7p		290.16	-5.0	10	7	185.0	0	0
sTn		188.22	-0.2	3	2	83.6	0	0
ser		105.09	-3.1	4	3	83.6	0	0
serargtrp		447.5	-4.6	7	8	222.0	0	0
serlyshis		370.4	-5.0	8	7	196.0	0	0
serargala		332.36	-5.9	7	7	206.0	0	0
selmeth		196.12	0.0	3	2	63.3	0	0
sercysarg		364.42	-5.9	8	8	207.0	0	0
serphelys		380.4	-3.4	7	6	168.0	0	0
sl		218.25	-2.5	5	4	113.0	0	0
sertrphis		428.4	-3.7	7	7	186.0	0	0
slfcys		201.2	-4.0	7	3	151.0	0	0
so4		96.07	-1.5	4	0	88.6	0	0
so3		80.07	-1.6	4	0	82.4	0	0
smv		143.2	1.3	2	1	86.4	0	0
sphs1p		379.5	1.9	6	4	113.0	0	0
stcrn		427.7	8.8	4	0	66.4	0	0
srtn		176.21	0.2	2	3	62.0	0	0
spmd		145.25	-1.0	3	3	64.1	0	0
subeac		174.19	1.0	4	2	74.6	0	0
strdnccrn		419.6	5.5	4	0	66.4	0	0
steeth		327.5	7.3	2	2	49.3	0	0
strdnccoa		1025.9	-0.2	22	9	389.0	0	0
sucacetat		202.16	-1.1	6	2	109.0	0	0
sucaceto		158.15	-0.8	4	1	71.4	0	0
sucsal		102.09	-0.8	3	1	54.4	0	0
succoa		867.6	-6.2	24	10	426.0	0	0
succ		116.07	0.7	4	0	80.3	0	0
tacr		804.0	2.7	12	3	178.0	0	0
tag		180.16	-2.8	6	5	110.0	0	0
tca3s		595.8	1.8	10	5	204.0	0	0
taxol		853.9	2.5	14	4	221.0	0	0
tcdca3s		579.8	3.2	9	4	184.0	0	0
tcynt		58.08	0.6	2	0	24.8	0	0
tdchola		499.7	3.6	6	4	132.0	0	0
tdec4ecoa		915.7	-2.6	22	5	400.0	0	0
tdechola		498.7	3.5	6	3	135.0	0	0
tethex3coa		1106.1	1.7	22	9	389.0	0	0
tethex3		356.5	7.3	2	1	37.3	0	0
tetpent3coa		1108.1	2.3	22	9	389.0	0	0
thcholoylcoa		1200.2	-0.2	25	12	450.0	0	0
tettet6crn		503.8	9.1	4	0	66.4	0	0
thbpt4acam		239.23	-2.6	5	4	133.0	0	0
thbpt		241.25	-1.9	6	6	132.0	0	0
thcholst		434.7	5.2	4	3	77.8	0	0
tettet6coa		1110.1	3.0	22	9	389.0	0	0
thcholstoic		450.7	5.2	5	4	98.0	0	0
thexdd		252.39	5.5	2	1	37.3	0	0
thmmp		345.34	-0.1	8	3	151.0	0	0
thf		443.4	0.7	10	6	213.0	0	0
thexddcoa		997.9	-0.3	22	5	400.0	0	0
thmpp		425.32	-1.2	11	4	197.0	0	0
thm		265.36	1.0	5	2	104.0	0	0
thr		119.12	-2.9	4	3	83.6	0	0
thp2c		126.13	0.5	3	0	52.5	0	0
thrargtyr		438.5	-5.8	8	8	226.0	0	0
thrasntyr		396.4	-4.4	8	7	205.0	0	0
thrilearg		388.46	-4.2	7	7	206.0	0	0
thrglntyr		410.4	-5.8	8	7	205.0	0	0
thrnt		136.1	-2.1	5	4	98.0	0	0
thrphearg		422.5	-3.7	7	7	206.0	0	0
thrmetarg		406.5	-4.7	8	7	231.0	0	0
thrthrarg		376.41	-5.9	8	8	226.0	0	0
thrserarg		362.38	-6.8	8	8	226.0	0	0
thrtyrmet		413.5	-2.9	8	6	187.0	0	0
tiggly		157.17	0.3	3	2	66.4	0	0
tmd		348.4	2.7	5	3	109.0	0	0
tmlys		188.27	-1.6	3	1	66.2	0	0
tmndnccrn		445.6	5.6	4	1	77.4	0	0
tmndnccoa		1052.0	0.2	22	9	389.0	0	0
trp		204.22	-1.1	3	3	79.1	0	0
trdrd		230.31	-0.3	3	3	93.5	0	0
tridcoa		963.9	0.1	22	9	389.0	0	0
triodthysuf		731.0	1.1	8	3	145.0	0	0
trpalapro		372.4	-1.2	5	4	129.0	0	0
tre		342.3	-4.2	11	8	190.0	0	0
tolbutamide		270.35	2.3	3	2	83.7	0	0
trpglngln		460.5	-4.6	7	7	223.0	0	0
trpargala		431.5	-3.4	6	7	202.0	0	0
trpglugly		390.4	-2.8	7	6	175.0	0	0
trpglupro		430.5	-1.7	7	5	166.0	0	0
trpgluleu		446.5	-1.5	7	6	175.0	0	0
trpglutyr		496.5	-1.9	8	7	195.0	0	0
trpglyleu		374.4	-1.0	5	5	137.0	0	0
trpglyphe		408.4	-1.4	5	5	137.0	0	0
trphismet		472.6	-1.9	7	6	191.0	0	0
trpilelys		445.6	-2.0	6	6	163.0	0	0
trpglyval		360.4	-1.4	5	5	137.0	0	0
trpiletrp		503.6	0.8	5	6	153.0	0	0
trplys		332.4	-2.3	5	5	134.0	0	0
trpmetarg		491.6	-2.5	7	7	227.0	0	0
trpleuval		416.5	-0.8	5	5	137.0	0	0
trpphe		351.4	-0.8	4	4	108.0	0	0
trpmetval		434.6	-1.5	6	5	163.0	0	0
trpproleu		414.5	0.1	5	4	129.0	0	0
trpprogly		358.4	-1.6	5	4	129.0	0	0
trpproval		400.5	-0.3	5	4	129.0	0	0
trpthrile		418.5	-2.4	6	6	158.0	0	0
trpsertyr		454.5	-2.4	7	7	178.0	0	0
trptyrtyr		530.6	-0.1	7	7	178.0	0	0
trptyrgln		495.5	-2.5	7	7	201.0	0	0
ts3		384.6	7.7	1	1	20.2	0	0
trpthrtyr		468.5	-2.0	7	7	178.0	0	0
tsul		113.14	0.3	4	1	101.0	0	0
ttc		334.8	0.0	3	0	34.6	0	0
txa2		352.5	3.4	5	2	76.0	0	0
tym		137.18	1.1	2	2	46.3	0	0
tymsf		217.24	-2.0	5	2	98.0	0	0
txb2		370.5	2.4	6	4	107.0	0	0
tyr		181.19	-2.3	4	3	83.6	0	0
tyrala		252.27	-3.1	5	4	113.0	0	0
tyrasparg		452.5	-5.4	9	8	243.0	0	0
tyrargser		424.5	-6.0	8	8	226.0	0	0
tyrcysthr		385.4	-3.7	8	7	163.0	0	0
tyrcysgly		341.38	-3.7	7	6	143.0	0	0
tyrleuarg		450.5	-3.2	7	7	206.0	0	0
tyrglu		310.3	-3.6	7	5	150.0	0	0
tyrtyr		344.4	-1.9	6	5	133.0	0	0
tyrthr		282.29	-3.7	6	5	133.0	0	0
tyrphetyr		491.5	-0.7	7	6	162.0	0	0
uacgam		607.4	-6.6	17	9	300.0	0	0
udca3s		472.6	4.5	7	3	130.0	0	0
tyrtrpphe		514.6	0.2	6	6	158.0	0	0
udpacgal		607.4	-6.6	17	9	300.0	0	0
udpg		566.3	-6.3	17	9	292.0	0	0
udpgal		566.3	-6.3	17	9	292.0	0	0
udpglcur		580.28	-6.4	18	9	309.0	0	0
udp		404.16	-4.7	12	6	212.0	0	0
undcoa		935.8	-1.0	22	9	389.0	0	0
udpxyl		536.28	-6.6	16	8	271.0	0	0
uppg3		836.8	0.0	16	12	362.0	0	0
ura		112.09	-1.1	2	2	58.2	0	0
ump		324.18	-3.6	9	5	166.0	0	0
uri		244.2	-2.0	6	4	119.0	0	0
urate		168.11	-1.9	3	4	99.3	0	0
vacc		282.5	6.5	2	1	37.3	0	0
urea		60.056	-1.4	1	2	69.1	0	0
vacccoa		1032.0	1.8	22	9	389.0	0	0
val		117.15	-2.3	3	2	63.3	0	0
valarggly		330.38	-4.1	6	6	186.0	0	0
valhisasn		368.39	-4.3	7	6	193.0	0	0
valleuphe		377.5	-1.3	5	4	122.0	0	0
valphearg		420.5	-3.9	6	6	186.0	0	0
vallystyr		408.5	-3.0	7	6	168.0	0	0
valprotrp		400.5	-0.9	5	4	129.0	0	0
valserarg		360.41	-5.2	7	7	206.0	0	0
valval		216.28	-2.8	4	3	92.4	0	0
valtrpval		402.5	-0.4	5	5	137.0	0	0
valtrpphe		450.5	-0.1	5	5	137.0	0	0
whhdca		272.42	4.8	3	2	57.5	0	0
xan		152.11	-0.7	3	3	86.9	0	0
xmp		364.21	-4.0	10	6	192.0	0	0
xol25oh		402.7	6.8	2	2	40.5	0	0
xol24oh		402.7	7.0	2	2	40.5	0	0
xol27oh		402.7	7.1	2	2	40.5	0	0
xol7a		402.7	7.4	2	2	40.5	0	0
xol7ah2		404.7	8.0	2	2	40.5	0	0
xol7ah		402.7	7.6	2	1	37.3	0	0
xol7ah2al		418.7	6.5	3	2	57.5	0	0
xol7ah3		420.7	6.6	3	3	60.7	0	0
xoldiolone		416.6	6.0	3	2	57.5	0	0
xol7aone		400.6	7.3	2	1	37.3	0	0
xoldioloneh		418.7	6.3	3	2	57.5	0	0
xoltetrol		436.7	5.3	4	4	80.9	0	0
xoltri25		418.7	5.7	3	3	60.7	0	0
xoltri27		418.7	6.0	3	3	60.7	0	0
xyl		150.13	-2.5	5	4	90.2	0	0
zym		341.4	3.6	5	3	95.9	0	0
zymstnl		386.7	8.0	1	1	20.2	0	0
yvite		416.7	10.3	2	1	29.5	0	0
zn2		65.4	0.0	0	0	0.0	0	0
13dpg		266.04	-3.9	10	5	171.0	0	0
17ahprgstrn		330.5	3.2	3	1	54.4	0	0
23dh1i56dio		149.15	-0.4	3	1	46.2	0	0
3hodcoa		1050.0	1.4	23	10	409.0	0	0
3php		184.04	-2.1	7	3	121.0	0	0
4mptnl		100.16	1.3	1	0	17.1	0	0
5cysdopa		272.32	-2.5	7	5	155.0	0	0
7klitchol		389.5	5.3	4	1	77.4	0	0
C13856		378.5	5.3	4	2	66.8	0	0
C11821		184.11	-2.3	4	4	120.0	0	0
C14768		320.5	5.5	3	1	49.8	0	0
CE1944		70.11	-0.3	0	1	14.0	0	0
CE2251		1072.0	2.3	23	5	417.0	0	0
CE4881		82.47	0.0	3	1	48.1	0	0
CE5947		368.5	2.6	6	4	115.0	0	0
CE6031		370.5	3.3	5	1	89.1	0	0
HC00900		118.09	0.1	4	2	74.6	0	0
M00341		334.5	8.0	2	1	37.3	0	0
M02035		59.07	-1.3	1	3	75.9	0	0
M03024		233.13	0.0	4	4	78.3	0	0
asp		133.10	-2.8	5	3	101.0	0	0
bhb		104.10	-0.5	3	2	57.5	0	0
cholcoa		1154.1	-2.2	25	8	461.0	0	0
cs		132.9054520	0.0	0	0	0.0	0	0
dcholcoa		1142.1	-0.5	24	11	429.0	0	0
ddsmsterol		382.6	7.5	1	1	20.2	0	0
dhcholestancoa		1184.2	1.1	24	11	429.0	0	0
dopa4sf		233.24	-2.3	6	3	118.0	0	0
gdpddman		587.3	-5.3	17	8	304.0	0	0
glu5p		227.11	-5.0	8	4	147.0	0	0
glyald		90.08	-1.6	3	2	57.5	0	0
hisargcys		414.5	-5.0	8	8	216.0	0	0
hmcarn		240.26	-3.6	5	4	121.0	0	0
ile		131.17	-1.7	3	2	63.3	0	0
idp		428.19	-4.0	13	6	222.0	0	0
leusertrp		404.5	-2.1	6	6	158.0	0	0
mescoa		879.6	-5.5	24	10	426.0	0	0
nac		122.10	0.9	3	0	53.0	0	0
pect		194.14	-2.3	7	5	127.0	0	0
phacgly		193.20	0.7	3	2	66.4	0	0
proglnpro		340.37	-4.8	6	4	142.0	0	0
pristanal		282.5	7.8	1	0	17.1	0	0
tetpent6coa		1108.1	2.3	22	9	389.0	0	0
tettet6		360.6	10.0	2	1	37.3	0	0
triodthy		650.97	1.7	5	3	92.8	0	0
tyrvalmet		411.5	-2.1	7	5	167.0	0	0
utp		484.14	-5.8	15	7	259.0	0	0
vanilpyr		210.18	0.9	5	2	83.8	0	0
xoltriol		420.7	6.7	3	3	60.7	0	0
xtsn		284.23	-2.4	7	5	146.0	0	0
10fthf5glu		0.0	0.0	0	0	0.0	0	0
10fthf6glu		0.0	0.0	0	0	0.0	0	0
10fthf7glu		0.0	0.0	0	0	0.0	0	0
11_cis		0.0	0.0	0	0	0.0	0	0
11docrtsl		0.0	0.0	0	0	0.0	0	0
12HPET		0.0	0.0	0	0	0.0	0	0
12dhchol		0.0	0.0	0	0	0.0	0	0
12htacr		0.0	0.0	0	0	0.0	0	0
12ppd		0.0	0.0	0	0	0.0	0	0
1331tacr		0.0	0.0	0	0	0.0	0	0
13_cis		0.0	0.0	0	0	0.0	0	0
13dampp		0.0	0.0	0	0	0.0	0	0
13dmt		0.0	0.0	0	0	0.0	0	0
1513tacr		0.0	0.0	0	0	0.0	0	0
1531tacr		0.0	0.0	0	0	0.0	0	0
15dmt		0.0	0.0	0	0	0.0	0	0
18harachd		0.0	0.0	0	0	0.0	0	0
1glyc		0.0	0.0	0	0	0.0	0	0
1hibup		0.0	0.0	0	0	0.0	0	0
1hibupglu		0.0	0.0	0	0	0.0	0	0
1hmdgluc		0.0	0.0	0	0	0.0	0	0
1mncam		0.0	0.0	0	0	0.0	0	0
1ohmdz		0.0	0.0	0	0	0.0	0	0
1p3h5c		0.0	0.0	0	0	0.0	0	0
23dpg		0.0	0.0	0	0	0.0	0	0
2425dhvitd2		0.0	0.0	0	0	0.0	0	0
2ddecdicoa		0.0	0.0	0	0	0.0	0	0
2decdicoa		0.0	0.0	0	0	0.0	0	0
2docohexecoa		0.0	0.0	0	0	0.0	0	0
2docopencoa		0.0	0.0	0	0	0.0	0	0
2dodtricoa		0.0	0.0	0	0	0.0	0	0
2dpmhobq		0.0	0.0	0	0	0.0	0	0
2hatvacid		0.0	0.0	0	0	0.0	0	0
2hatvacidgluc		0.0	0.0	0	0	0.0	0	0
2hatvlac		0.0	0.0	0	0	0.0	0	0
2hatvlacgluc		0.0	0.0	0	0	0.0	0	0
2hb		0.0	0.0	0	0	0.0	0	0
2hexdtetcoa		0.0	0.0	0	0	0.0	0	0
2hexdtricoa		0.0	0.0	0	0	0.0	0	0
2hibup		0.0	0.0	0	0	0.0	0	0
2hibupglu		0.0	0.0	0	0	0.0	0	0
2hiv		0.0	0.0	0	0	0.0	0	0
2hydog		0.0	0.0	0	0	0.0	0	0
2m3hbu		0.0	0.0	0	0	0.0	0	0
2m3hvac		0.0	0.0	0	0	0.0	0	0
2m3ovac		0.0	0.0	0	0	0.0	0	0
2m3ovcoa		0.0	0.0	0	0	0.0	0	0
2octdectecoa		0.0	0.0	0	0	0.0	0	0
2octpencoa		0.0	0.0	0	0	0.0	0	0
2oxoadp		0.0	0.0	0	0	0.0	0	0
31dmt		0.0	0.0	0	0	0.0	0	0
34dhpha		0.0	0.0	0	0	0.0	0	0
34hpl		0.0	0.0	0	0	0.0	0	0
35dhpvs		0.0	0.0	0	0	0.0	0	0
35dsmv		0.0	0.0	0	0	0.0	0	0
3bcrn		0.0	0.0	0	0	0.0	0	0
3ddecdicoa		0.0	0.0	0	0	0.0	0	0
3decdicoa		0.0	0.0	0	0	0.0	0	0
3dhcdchol		0.0	0.0	0	0	0.0	0	0
3dhchol		0.0	0.0	0	0	0.0	0	0
3dhdchol		0.0	0.0	0	0	0.0	0	0
3dhguln		0.0	0.0	0	0	0.0	0	0
3dhlchol		0.0	0.0	0	0	0.0	0	0
3docopencoa		0.0	0.0	0	0	0.0	0	0
3dodtricoa		0.0	0.0	0	0	0.0	0	0
3dpdhb		0.0	0.0	0	0	0.0	0	0
3dsphgn		0.0	0.0	0	0	0.0	0	0
3h3mglt		0.0	0.0	0	0	0.0	0	0
3hadicoa		0.0	0.0	0	0	0.0	0	0
3hadpac		0.0	0.0	0	0	0.0	0	0
3hanthrn		0.0	0.0	0	0	0.0	0	0
3hdeccoa		0.0	0.0	0	0	0.0	0	0
3hexdcoa		0.0	0.0	0	0	0.0	0	0
3hexdtetcoa		0.0	0.0	0	0	0.0	0	0
3hexdtricoa		0.0	0.0	0	0	0.0	0	0
3hglutcoa		0.0	0.0	0	0	0.0	0	0
3hibup		0.0	0.0	0	0	0.0	0	0
3hibupglu		0.0	0.0	0	0	0.0	0	0
3hlvst		0.0	0.0	0	0	0.0	0	0
3hlvstacid		0.0	0.0	0	0	0.0	0	0
3hpppn		0.0	0.0	0	0	0.0	0	0
3hpppnoh		0.0	0.0	0	0	0.0	0	0
3hpppnohgluc		0.0	0.0	0	0	0.0	0	0
3hpvs		0.0	0.0	0	0	0.0	0	0
3hpvscoa		0.0	0.0	0	0	0.0	0	0
3hpvstet		0.0	0.0	0	0	0.0	0	0
3hpvstetcoa		0.0	0.0	0	0	0.0	0	0
3hsmv		0.0	0.0	0	0	0.0	0	0
3hsmvacid		0.0	0.0	0	0	0.0	0	0
3ispvs		0.0	0.0	0	0	0.0	0	0
3ityr		0.0	0.0	0	0	0.0	0	0
3ivcrn		0.0	0.0	0	0	0.0	0	0
3mglutac		0.0	0.0	0	0	0.0	0	0
3mlda		0.0	0.0	0	0	0.0	0	0
3mldz		0.0	0.0	0	0	0.0	0	0
3mtp		0.0	0.0	0	0	0.0	0	0
3ocddcoa		0.0	0.0	0	0	0.0	0	0
3octdeccrn		0.0	0.0	0	0	0.0	0	0
3octdece1coa		0.0	0.0	0	0	0.0	0	0
3octdectecoa		0.0	0.0	0	0	0.0	0	0
3octpencoa		0.0	0.0	0	0	0.0	0	0
3ohacmp		0.0	0.0	0	0	0.0	0	0
3ohsebcoa		0.0	0.0	0	0	0.0	0	0
3ohsubac		0.0	0.0	0	0	0.0	0	0
3ohsubcoa		0.0	0.0	0	0	0.0	0	0
3ohxccoa		0.0	0.0	0	0	0.0	0	0
3tdcrn		0.0	0.0	0	0	0.0	0	0
3tetd7ecoa		0.0	0.0	0	0	0.0	0	0
3tetd7ecoacrn		0.0	0.0	0	0	0.0	0	0
3thexddcoa		0.0	0.0	0	0	0.0	0	0
3thexddcoacrn		0.0	0.0	0	0	0.0	0	0
3ttetddcoa		0.0	0.0	0	0	0.0	0	0
3ttetddcoacrn		0.0	0.0	0	0	0.0	0	0
44mctr		0.0	0.0	0	0	0.0	0	0
44mzym		0.0	0.0	0	0	0.0	0	0
4aabutn		0.0	0.0	0	0	0.0	0	0
4bhglz		0.0	0.0	0	0	0.0	0	0
4fumacac		0.0	0.0	0	0	0.0	0	0
4glu56dihdind		0.0	0.0	0	0	0.0	0	0
4h2oglt		0.0	0.0	0	0	0.0	0	0
4hatvacid		0.0	0.0	0	0	0.0	0	0
4hatvlac		0.0	0.0	0	0	0.0	0	0
4hbzcoa		0.0	0.0	0	0	0.0	0	0
4hdebrisoquine		0.0	0.0	0	0	0.0	0	0
4hexdtetcoa		0.0	0.0	0	0	0.0	0	0
4hexdtricoa		0.0	0.0	0	0	0.0	0	0
4hglusa		0.0	0.0	0	0	0.0	0	0
4hmdgluc		0.0	0.0	0	0	0.0	0	0
4hpro		0.0	0.0	0	0	0.0	0	0
4mlacac		0.0	0.0	0	0	0.0	0	0
4mtob		0.0	0.0	0	0	0.0	0	0
4mtolbutamide		0.0	0.0	0	0	0.0	0	0
4mzym		0.0	0.0	0	0	0.0	0	0
4ohbut		0.0	0.0	0	0	0.0	0	0
4ohmdz		0.0	0.0	0	0	0.0	0	0
56dhpvs		0.0	0.0	0	0	0.0	0	0
56eppvs		0.0	0.0	0	0	0.0	0	0
5cysgly34dhphe		0.0	0.0	0	0	0.0	0	0
5dhf		0.0	0.0	0	0	0.0	0	0
5dpmev		0.0	0.0	0	0	0.0	0	0
5eipencoa		0.0	0.0	0	0	0.0	0	0
5homeprazole		0.0	0.0	0	0	0.0	0	0
5ohfvsglu		0.0	0.0	0	0	0.0	0	0
5pmev		0.0	0.0	0	0	0.0	0	0
5tedtricoa		0.0	0.0	0	0	0.0	0	0
5thf		0.0	0.0	0	0	0.0	0	0
6ahglz		0.0	0.0	0	0	0.0	0	0
6bhglz		0.0	0.0	0	0	0.0	0	0
6bhglzglc		0.0	0.0	0	0	0.0	0	0
6csmv		0.0	0.0	0	0	0.0	0	0
6csmvacid		0.0	0.0	0	0	0.0	0	0
6dhf		0.0	0.0	0	0	0.0	0	0
6epvs		0.0	0.0	0	0	0.0	0	0
6hlvst		0.0	0.0	0	0	0.0	0	0
6hlvstacid		0.0	0.0	0	0	0.0	0	0
6hmsmv		0.0	0.0	0	0	0.0	0	0
6hmsmvacid		0.0	0.0	0	0	0.0	0	0
6hoxmelatn		0.0	0.0	0	0	0.0	0	0
6hsmv		0.0	0.0	0	0	0.0	0	0
6hsmvacid		0.0	0.0	0	0	0.0	0	0
6melvacid		0.0	0.0	0	0	0.0	0	0
6melvst		0.0	0.0	0	0	0.0	0	0
6msmv		0.0	0.0	0	0	0.0	0	0
6ohfvs		0.0	0.0	0	0	0.0	0	0
6ohfvsglu		0.0	0.0	0	0	0.0	0	0
7ahglz		0.0	0.0	0	0	0.0	0	0
7bhglz		0.0	0.0	0	0	0.0	0	0
7bhglzglc		0.0	0.0	0	0	0.0	0	0
7dhcdchol		0.0	0.0	0	0	0.0	0	0
7dhchol		0.0	0.0	0	0	0.0	0	0
7dhf		0.0	0.0	0	0	0.0	0	0
7hpvs		0.0	0.0	0	0	0.0	0	0
7thf		0.0	0.0	0	0	0.0	0	0
9_cis		0.0	0.0	0	0	0.0	0	0
Asn_X_Ser		0.0	0.0	0	0	0.0	0	0
C10164		0.0	0.0	0	0	0.0	0	0
CE0693		0.0	0.0	0	0	0.0	0	0
CE0713		0.0	0.0	0	0	0.0	0	0
CE0785		0.0	0.0	0	0	0.0	0	0
CE0849		0.0	0.0	0	0	0.0	0	0
CE1297		0.0	0.0	0	0	0.0	0	0
CE1926		0.0	0.0	0	0	0.0	0	0
CE1940		0.0	0.0	0	0	0.0	0	0
CE1943		0.0	0.0	0	0	0.0	0	0
CE1950		0.0	0.0	0	0	0.0	0	0
CE2026		0.0	0.0	0	0	0.0	0	0
CE2038		0.0	0.0	0	0	0.0	0	0
CE2084		0.0	0.0	0	0	0.0	0	0
CE2088		0.0	0.0	0	0	0.0	0	0
CE2089		0.0	0.0	0	0	0.0	0	0
CE2243		0.0	0.0	0	0	0.0	0	0
CE2245		0.0	0.0	0	0	0.0	0	0
CE2246		0.0	0.0	0	0	0.0	0	0
CE2247		0.0	0.0	0	0	0.0	0	0
CE2417		0.0	0.0	0	0	0.0	0	0
CE2422		0.0	0.0	0	0	0.0	0	0
CE2424		0.0	0.0	0	0	0.0	0	0
CE2432		0.0	0.0	0	0	0.0	0	0
CE2433		0.0	0.0	0	0	0.0	0	0
CE2434		0.0	0.0	0	0	0.0	0	0
CE2437		0.0	0.0	0	0	0.0	0	0
CE2438		0.0	0.0	0	0	0.0	0	0
CE2439		0.0	0.0	0	0	0.0	0	0
CE2440		0.0	0.0	0	0	0.0	0	0
CE2441		0.0	0.0	0	0	0.0	0	0
CE2442		0.0	0.0	0	0	0.0	0	0
CE2567		0.0	0.0	0	0	0.0	0	0
CE2870		0.0	0.0	0	0	0.0	0	0
CE2873		0.0	0.0	0	0	0.0	0	0
CE2934		0.0	0.0	0	0	0.0	0	0
CE4790		0.0	0.0	0	0	0.0	0	0
CE4791		0.0	0.0	0	0	0.0	0	0
CE4792		0.0	0.0	0	0	0.0	0	0
CE4793		0.0	0.0	0	0	0.0	0	0
CE4794		0.0	0.0	0	0	0.0	0	0
CE4795		0.0	0.0	0	0	0.0	0	0
CE4796		0.0	0.0	0	0	0.0	0	0
CE4797		0.0	0.0	0	0	0.0	0	0
CE4798		0.0	0.0	0	0	0.0	0	0
CE4799		0.0	0.0	0	0	0.0	0	0
CE4800		0.0	0.0	0	0	0.0	0	0
CE4801		0.0	0.0	0	0	0.0	0	0
CE4802		0.0	0.0	0	0	0.0	0	0
CE4803		0.0	0.0	0	0	0.0	0	0
CE4804		0.0	0.0	0	0	0.0	0	0
CE4806		0.0	0.0	0	0	0.0	0	0
CE4807		0.0	0.0	0	0	0.0	0	0
CE4808		0.0	0.0	0	0	0.0	0	0
CE4810		0.0	0.0	0	0	0.0	0	0
CE4811		0.0	0.0	0	0	0.0	0	0
